n_notes, scale_no, mode_name, semitones
7,38,Phrothian, 2213121
7,38,Katycrian, 2131212
7,38,Ionalian, 1312122
7,39,Dolian, 3112221
7,39,Porian, 1122213
7,39,Aerylian, 1222131
7,39,Zagian, 2221311
7,39,Lagian, 2213112
7,39,Tyrian, 2131122
7,39,Mixonorian, 1311222
7,40,Pagian, 3111222
7,40,Aeolythian, 1112223
7,40,Molian, 1122231
7,40,Staptian, 1222311
7,40,Mothian, 2223111
7,40,Aeranian, 2231112
7,40,Ragian, 2311122
7,41,Larian, 2222121
7,41,Lythian, 2221212
7,41,Stydian, 2212122
7,41,Lorian, 2121222
7,41,Ionadian, 1212222
7,41,Bocrian, 2122221
7,41,Mixolythian, 1222212
7,42,Thadian, 4311111
7,42,Sanian, 3111114
7,42,Ionydian, 1111143
7,42,Epydian, 1111431
7,42,Katydian, 1114311
7,42,Mathian, 1143111
7,42,Aeryptian, 1431111
7,43,Pythian, 4221111
7,43,Katylian, 2211114
7,43,Bydian, 2111142
7,43,Bynian, 1111422
7,43,Galian, 1114221
7,43,Zonian, 1142211
7,43,Myrian, 1422111
7,44,Katogian, 4211211
7,44,Stacrian, 2112114
7,44,Styrian, 1121142
7,44,Ionyrian, 1211421
7,44,Phrodian, 2114211
7,44,Pycrian, 1142112
7,44,Gyptian, 1421121
7,45,Katacrian, 4112112
7,45,Sodian, 1121124
7,45,Bathian, 1211241
7,45,Mylian, 2112411
7,45,Godian, 1124112
7,45,Thorian, 1241121
7,45,Zocrian, 2411211
7,46,Stanian, 4111122
7,46,Epanian, 1111224
7,46,Konian, 1112241
7,46,Stocrian, 1122411
7,46,Kalian, 1224111
7,46,Phroptian, 2241111
7,46,Dydian, 2411112
7,47,Katyptian, 4111113
7,47,Epodian, 1111134
7,47,Mygian, 1111341
7,47,Pacrian, 1113411
7,47,Aerocrian, 1134111
7,47,Aeolarian, 1341111
7,47,Kythian, 3411111
7,48,Bonian, 3321111
7,48,Badian, 3211113
7,48,Katodian, 2111133
7,48,Sadian, 1111332
7,48,Dothian, 1113321
7,48,Moptian, 1133211
7,48,Aeryrian, 1332111
7,49,Epagian, 3312111
7,49,Raptian, 3121113
7,49,Epolian, 1211133
7,49,Sythian, 2111331
7,49,Sydian, 1113312
7,49,Epocrian, 1133121
7,49,Kylian, 1331211
7,50,Gacrian, 3311121
7,50,Borian, 3111213
7,50,Sycrian, 1112133
7,50,Gadian, 1121331
7,50,Aeolocrian, 1213311
7,50,Mixodorian, 2133111
7,50,Dathian, 1331112
7,51,Katoptian, 3311112
7,51,Ponian, 3111123
7,51,Kadian, 1111233
7,51,Gynian, 1112331
7,51,Thyphian, 1123311
7,51,Polian, 1233111
7,51,Thanian, 2331111
7,52,Epacrian, 3221121
7,52,Sathian, 2211213
7,52,Lathian, 2112132
7,52,Aeralian, 1121322
7,52,Kynian, 1213221
7,52,Stynian, 2132211
7,52,Epyphian, 1322112
7,53,Pogian, 3212121
7,53,Aeraptian, 2121213
7,53,Epylian, 1212132
7,53,Gamian, 2121321
7,53,Kathian, 1213212
7,53,Lylian, 2132121
7,53,Epalian, 1321212
7,54,Eporian, 3211221
7,54,Rylian, 2112213
7,54,Epaptian, 1122132
7,54,Byrian, 1221321
7,54,Katanian, 2213211
7,54,Katyrian, 2132112
7,54,Rynian, 1321122
7,55,Korian, 3122112
7,55,Lynian, 1221123
7,55,Malian, 2211231
7,55,Synian, 2112312
7,55,Phragian, 1123122
7,55,Manian, 1231221
7,55,Marian, 2312211
7,56,Mycrian, 3121212
7,56,Ionorian, 1212123
7,56,Phrydian, 2121231
7,56,Zyptian, 1212312
7,56,Katothian, 2123121
7,56,Phrylian, 1231212
7,56,Kocrian, 2312121
7,57,Ionanian, 3121122
7,57,Aerothian, 1211223
7,57,Stagian, 2112231
7,57,Lothian, 1122312
7,57,Phrycrian, 1223121
7,57,Kyptian, 2231211
7,57,Ionylian, 2312112
7,58,Gydian, 4211112
7,58,Kogian, 2111124
7,58,Rarian, 1111242
7,58,Aerolian, 1112421
7,58,Karian, 1124211
7,58,Myptian, 1242111
7,58,Rydian, 2421111
7,59,Aeolynian, 2222211
7,59,Aeroptian, 2222112
7,59,Phryrian, 2221122
7,59,Gothian, 2211222
7,59,Storian, 2112222
7,59,Pyptian, 1122222
7,59,Thydian, 1222221
8,1,Aerycryllic, 22122111
8,1,Gadyllic, 21221112
8,1,Solyllic, 12211122
8,1,Zylyllic, 22111221
8,1,Mixodyllic, 21112212
8,1,Soryllic, 11122122
8,1,Godyllic, 11221221
8,1,Epiphyllic, 12212211
8,2,Pynyllic, 41112111
8,2,Bocryllic, 11121114
8,2,Kogyllic, 11211141
8,2,Raryllic, 12111411
8,2,Zycryllic, 21114111
8,2,Mycryllic, 11141112
8,2,Laptyllic, 11411121
8,2,Pylyllic, 14111211
8,3,Pothyllic, 32111211
8,3,Phronyllic, 21112113
8,3,Stynyllic, 11121132
8,3,Rathyllic, 11211321
8,3,Aeryptyllic, 12113211
8,3,Zydyllic, 21132111
8,3,Katolyllic, 11321112
8,3,Rythyllic, 13211121
8,4,Locryllic, 31131111
8,4,Bylyllic, 11311113
8,4,Sogyllic, 13111131
8,4,Ionycryllic, 31111311
8,4,Koptyllic, 11113113
8,4,Epyryllic, 11131131
8,4,Soptyllic, 11311311
8,4,Aeolylyllic, 13113111
8,5,Aeracryllic, 31122111
8,5,Epygyllic, 11221113
8,5,Thonyllic, 12211131
8,5,Lanyllic, 22111311
8,5,Phrynyllic, 21113112
8,5,Lycryllic, 11131122
8,5,Ionyptyllic, 11311221
8,5,Epathyllic, 13112211
8,6,Dydyllic, 31121211
8,6,Thogyllic, 11212113
8,6,Rygyllic, 12121131
8,6,Bycryllic, 21211311
8,6,Zacryllic, 12113112
8,6,Panyllic, 21131121
8,6,Dyryllic, 11311212
8,6,Zathyllic, 13112121
8,7,Dagyllic, 31121112
8,7,Katalyllic, 11211123
8,7,Katoryllic, 12111231
8,7,Dodyllic, 21112311
8,7,Zogyllic, 11123112
8,7,Madyllic, 11231121
8,7,Dycryllic, 12311211
8,7,Aeologyllic, 23112111
8,8,Sydyllic, 31113111
8,8,Katogyllic, 11131113
8,8,Zygyllic, 11311131
8,8,Aeralyllic, 13111311
8,9,Bacryllic, 31112211
8,9,Aerygyllic, 11122113
8,9,Dathyllic, 11221131
8,9,Boptyllic, 12211311
8,9,Bagyllic, 22113111
8,9,Mathyllic, 21131112
8,9,Styptyllic, 11311122
8,9,Zolyllic, 13111221
8,10,Rocryllic, 22212111
8,10,Zyryllic, 22121112
8,10,Sagyllic, 21211122
8,10,Epinyllic, 12111222
8,10,Katagyllic, 21112221
8,10,Ragyllic, 11122212
8,10,Gothyllic, 11222121
8,10,Lythyllic, 12221211
8,11,Ionocryllic, 22211121
8,11,Gocryllic, 22111212
8,11,Epiryllic, 21112122
8,11,Aeradyllic, 11121222
8,11,Staptyllic, 11212221
8,11,Danyllic, 12122211
8,11,Goptyllic, 21222111
8,11,Epocryllic, 12221112
8,12,Ionoptyllic, 22121121
8,12,Aeoloryllic, 21211212
8,12,Thydyllic, 12112122
8,12,Gycryllic, 21121221
8,12,Lyryllic, 11212212
8,12,Mogyllic, 12122121
8,12,Katodyllic, 21221211
8,12,Moptyllic, 12212112
8,13,Dolyllic, 41211111
8,13,Moryllic, 12111114
8,13,Bydyllic, 21111141
8,13,Pocryllic, 11111412
8,13,Phracryllic, 11114121
8,13,Gyryllic, 11141211
8,13,Phrygyllic, 11412111
8,13,Dogyllic, 14121111
8,14,Thagyllic, 41121111
8,14,Thoptyllic, 11211114
8,14,Phraptyllic, 12111141
8,14,Gylyllic, 21111411
8,14,Phralyllic, 11114112
8,14,Dygyllic, 11141121
8,14,Ronyllic, 11411211
8,14,Epogyllic, 14112111
8,15,Aeoladyllic, 41111211
8,15,Kocryllic, 11112114
8,15,Lodyllic, 11121141
8,15,Bynyllic, 11211411
8,15,Kydyllic, 12114111
8,15,Bygyllic, 21141111
8,15,Phryptyllic, 11411112
8,15,Ionayllic, 14111121
8,16,Phroryllic, 41111121
8,16,Thyphyllic, 11111214
8,16,Poptyllic, 11112141
8,16,Mixonyllic, 11121411
8,16,Paptyllic, 11214111
8,16,Storyllic, 12141111
8,16,Phrycryllic, 21411111
8,16,Palyllic, 14111112
8,17,Phranyllic, 32211111
8,17,Stydyllic, 22111113
8,17,Zadyllic, 21111132
8,17,Zalyllic, 11111322
8,17,Zocryllic, 11113221
8,17,Katocryllic, 11132211
8,17,Aerathyllic, 11322111
8,17,Stoptyllic, 13221111
8,18,Lydyllic, 32121111
8,18,Radyllic, 21211113
8,18,Stagyllic, 12111132
8,18,Ionoryllic, 21111321
8,18,Phrodyllic, 11113212
8,18,Aeragyllic, 11132121
8,18,Banyllic, 11321211
8,18,Epothyllic, 13212111
8,19,Zoryllic, 32112111
8,19,Phrolyllic, 21121113
8,19,Kolyllic, 11211132
8,19,Thodyllic, 12111321
8,19,Socryllic, 21113211
8,19,Aeolyllic, 11132112
8,19,Zythyllic, 11321121
8,19,Aeoryllic, 13211211
8,20,Mixolydyllic, 32111112
8,20,Mixonyphyllic, 21111123
8,20,Aeolanyllic, 11111232
8,20,Thocryllic, 11112321
8,20,Kygyllic, 11123211
8,20,Ionagyllic, 11232111
8,20,Gogyllic, 12321111
8,20,Phradyllic, 23211111
8,21,Ioniptyllic, 31311111
8,21,Kycryllic, 13111113
8,21,Aeolaptyllic, 31111131
8,21,Rodyllic, 11111313
8,21,Ionathyllic, 11113131
8,21,Pythyllic, 11131311
8,21,Zonyllic, 11313111
8,21,Ryryllic, 13131111
8,22,Aeolothyllic, 31221111
8,22,Ionyryllic, 12211113
8,22,Rydyllic, 22111131
8,22,Gonyllic, 21111312
8,22,Rolyllic, 11113122
8,22,Katydyllic, 11131221
8,22,Zyptyllic, 11312211
8,22,Modyllic, 13122111
8,23,Maptyllic, 31212111
8,23,Aeraptyllic, 12121113
8,23,Katadyllic, 21211131
8,23,Magyllic, 12111312
8,23,Phrylyllic, 21113121
8,23,Epigyllic, 11131212
8,23,Molyllic, 11312121
8,23,Ponyllic, 13121211
8,24,Thyptyllic, 31211211
8,24,Ionogyllic, 12112113
8,24,Aeolaryllic, 21121131
8,24,Katygyllic, 11211312
8,24,Ganyllic, 12113121
8,24,Kyptyllic, 21131211
8,24,Salyllic, 11312112
8,24,Sanyllic, 13121121
8,25,Doptyllic, 31211121
8,25,Ionilyllic, 12111213
8,25,Manyllic, 21112131
8,25,Polyllic, 11121312
8,25,Stanyllic, 11213121
8,25,Mixotharyllic, 12131211
8,25,Eporyllic, 21312111
8,25,Aerynyllic, 13121112
8,26,Lonyllic, 31121121
8,26,Sathyllic, 11211213
8,26,Layllic, 12112131
8,26,Saryllic, 21121311
8,26,Thacryllic, 11213112
8,26,Aeolynyllic, 12131121
8,26,Thadyllic, 21311211
8,26,Lynyllic, 13112112
8,27,Aeolathyllic, 31112121
8,27,Aeolocryllic, 11121213
8,27,Phroptyllic, 11212131
8,27,Kodyllic, 12121311
8,27,Epaptyllic, 21213111
8,27,Ionoyllic, 12131112
8,27,Gyptyllic, 21311121
8,27,Aerythyllic, 13111212
8,28,Zagyllic, 31112112
8,28,Epacryllic, 11121123
8,28,Thorcryllic, 11211231
8,28,Loptyllic, 12112311
8,28,Katylyllic, 21123111
8,28,Malyllic, 11231112
8,28,Mydyllic, 12311121
8,28,Thycryllic, 23111211
8,29,Gythyllic, 31111221
8,29,Pyryllic, 11112213
8,29,Rycryllic, 11122131
8,29,Phrathyllic, 11221311
8,29,Badyllic, 12213111
8,29,Phrocryllic, 22131111
8,29,Staryllic, 21311112
8,29,Zothyllic, 13111122
8,30,Tharyllic, 31111212
8,30,Sylyllic, 11112123
8,30,Lothyllic, 11121231
8,30,Daryllic, 11212311
8,30,Monyllic, 12123111
8,30,Styryllic, 21231111
8,30,Aeolacryllic, 12311112
8,30,Raptyllic, 23111121
8,31,Kataryllic, 31111122
8,31,Aerocryllic, 11111223
8,31,Zanyllic, 11112231
8,31,Aeolonyllic, 11122311
8,31,Aeonyllic, 11223111
8,31,Kyryllic, 12231111
8,31,Sythyllic, 22311111
8,31,Katycryllic, 23111112
8,32,Stogyllic, 22121211
8,32,Ionidyllic, 21212112
8,32,Stonyllic, 12121122
8,32,Stalyllic, 21211221
8,32,Poryllic, 12112212
8,32,Mocryllic, 21122121
8,32,Aeolyryllic, 11221212
8,32,Baryllic, 12212121
8,33,Dalyllic, 22112121
8,33,Ionyphyllic, 21121212
8,33,Zaptyllic, 11212122
8,33,Garyllic, 12121221
8,33,Gathyllic, 21212211
8,33,Mixopyryllic, 12122112
8,33,Ionacryllic, 21221121
8,33,Stylyllic, 12211212
8,34,Stycryllic, 42111111
8,34,Ionothyllic, 21111114
8,34,Mythyllic, 11111142
8,34,Aerylyllic, 11111421
8,34,Bonyllic, 11114211
8,34,Tholyllic, 11142111
8,34,Katyryllic, 11421111
8,34,Sadyllic, 14211111
8,35,Stolyllic, 41111112
8,35,Logyllic, 11111124
8,35,Dacryllic, 11111241
8,35,Thynyllic, 11112411
8,35,Gydyllic, 11124111
8,35,Eparyllic, 11241111
8,35,Dynyllic, 12411111
8,35,Ionyllic, 24111111
8,36,Zaryllic, 33111111
8,36,Dythyllic, 31111113
8,36,Ionaryllic, 11111133
8,36,Laryllic, 11111331
8,36,Kataptyllic, 11113311
8,36,Sonyllic, 11133111
8,36,Pathyllic, 11331111
8,36,Loryllic, 13311111
8,37,Aeronyllic, 32111121
8,37,Pycryllic, 21111213
8,37,Mygyllic, 11112132
8,37,Lylyllic, 11121321
8,37,Daptyllic, 11213211
8,37,Ioninyllic, 12132111
8,37,Epaphyllic, 21321111
8,37,Lolyllic, 13211112
8,38,Stacryllic, 31211112
8,38,Doryllic, 12111123
8,38,Kadyllic, 21111231
8,38,Rynyllic, 11112312
8,38,Aerogyllic, 11123121
8,38,Rothyllic, 11231211
8,38,Kagyllic, 12312111
8,38,Stathyllic, 23121111
8,39,Thyryllic, 22221111
8,39,Gygyllic, 22211112
8,39,Sodyllic, 22111122
8,39,Goryllic, 21111222
8,39,Bothyllic, 11112222
8,39,Gynyllic, 11122221
8,39,Ionaptyllic, 11222211
8,39,Phryryllic, 12222111
8,40,Racryllic, 22211211
8,40,Epicryllic, 22112112
8,40,Stygyllic, 21121122
8,40,Syryllic, 11211222
8,40,Stythyllic, 12112221
8,40,Aerothyllic, 21122211
8,40,Mixoryllic, 11222112
8,40,Thanyllic, 12221121
8,41,Roryllic, 22112211
8,41,Epotyllic, 21122112
8,41,Epidyllic, 11221122
8,41,Kaptyllic, 12211221
8,42,MajorDimin., 21212121
8,42,MinorDimin., 12121212
9,1,Aerycrygic, 221112111
9,1,Gadygic, 211121112
9,1,Solygic, 111211122
9,1,Zylygic, 112111221
9,1,Garygic, 121112211
9,1,Sorygic, 211122111
9,1,Godygic, 111221112
9,1,Epithygic, 112211121
9,1,Ionoptygic, 122111211
9,2,Kalygic, 311211111
9,2,Ionodygic, 112111113
9,2,Bythygic, 121111131
9,2,Epygic, 211111311
9,2,Marygic, 111113112
9,2,Gaptygic, 111131121
9,2,Aeroptygic, 111311211
9,2,Mylygic, 113112111
9,2,Galygic, 131121111
9,3,Mixolydygic, 311121111
9,3,Ionycrygic, 111211113
9,3,Zoptygic, 112111131
9,3,Phrygygic, 121111311
9,3,Locrygic, 211113111
9,3,Gonygic, 111131112
9,3,Aeracrygic, 111311121
9,3,Aerathygic, 113111211
9,3,Dorygic, 131112111
9,4,Dycrygic, 311112111
9,4,Aeolygic, 111121113
9,4,Dydygic, 111211131
9,4,Tholygic, 112111311
9,4,Rynygic, 121113111
9,4,Bycrygic, 211131111
9,4,Zacrygic, 111311112
9,4,Panygic, 113111121
9,4,Dyrygic, 131111211
9,5,Loptygic, 311111211
9,5,Katylygic, 111112113
9,5,Phradygic, 111121131
9,5,Mixodygic, 111211311
9,5,Katalygic, 112113111
9,5,Katorygic, 121131111
9,5,Dogygic, 211311111
9,5,Zodygic, 113111112
9,5,Madygic, 131111121
9,6,Bagygic, 221211111
9,6,Mathygic, 212111112
9,6,Styptygic, 121111122
9,6,Zolygic, 211111221
9,6,Sydygic, 111112212
9,6,Katygic, 111122121
9,6,Zyphygic, 111221211
9,6,Aeralygic, 112212111
9,6,Ryptygic, 122121111
9,7,Apinygic, 221111121
9,7,Katagygic, 211111212
9,7,Radygic, 111112122
9,7,Gothygic, 111121221
9,7,Lythygic, 111212211
9,7,Bacrygic, 112122111
9,7,Aerygic, 121221111
9,7,Dathygic, 212211111
9,7,Boptygic, 122111112
9,8,Epyrygic, 212112111
9,8,Aeradygic, 121121112
9,8,Staptygic, 211211121
9,8,Danygic, 112111212
9,8,Goptygic, 121112121
9,8,Epocrygic, 211121211
9,8,Rocrygic, 111212112
9,8,Zyrygic, 112121121
9,8,Sadygic, 121211211
9,9,Aeolorygic, 212111211
9,9,Thydygic, 121112112
9,9,Gycrygic, 211121121
9,9,Lyrygic, 111211212
9,9,Modygic, 112112121
9,9,Katodygic, 121121211
9,9,Moptygic, 211212111
9,9,Ionocrygic, 112121112
9,9,Gocrygic, 121211121
9,10,Manygic, 411111111
9,10,Polygic, 111111114
9,10,Stanygic, 111111141
9,10,Thaptygic, 111111411
9,10,Eporygic, 111114111
9,10,Aerynygic, 111141111
9,10,Thyptygic, 111411111
9,10,Ionogygic, 114111111
9,10,Aeolarygic, 141111111
9,11,Sathygic, 321111111
9,11,Ladygic, 211111113
9,11,Sarygic, 111111132
9,11,Thacrygic, 111111321
9,11,Aeolynygic, 111113211
9,11,Thadygic, 111132111
9,11,Lynygic, 111321111
9,11,Doptygic, 113211111
9,11,Ionilygic, 132111111
9,12,Phrygic, 312111111
9,12,Aeranygic, 121111113
9,12,Dothygic, 211111131
9,12,Lydygic, 111111312
9,12,Stadygic, 111113121
9,12,Byptygic, 111131211
9,12,Stodygic, 111312111
9,12,Zynygic, 113121111
9,12,Lonygic, 131211111
9,13,Zothygic, 311111121
9,13,Aeolathygic, 111111213
9,13,Aeolocrygic, 111112131
9,13,Phroptygic, 111121311
9,13,Kodygic, 111213111
9,13,Eparygic, 112131111
9,13,Ionygic, 121311111
9,13,Gyptygic, 213111111
9,13,Aerythygic, 131111112
9,14,Aeolacrygic, 311111112
9,14,Raptygic, 111111123
9,14,Gythygic, 111111231
9,14,Pyrygic, 111112311
9,14,Rycrygic, 111123111
9,14,Phrathygic, 111231111
9,14,Badygic, 112311111
9,14,Phrocrygic, 123111111
9,14,Starygic, 231111111
9,15,Kyrygic, 222111111
9,15,Sythygic, 221111112
9,15,Katycrygic, 211111122
9,15,Tharygic, 111111222
9,15,Sylygic, 111112221
9,15,Lothygic, 111122211
9,15,Darygic, 111222111
9,15,Monygic, 112221111
9,15,Styrygic, 122211111
9,16,Porygic, 221121111
9,16,Mocrygic, 211211112
9,16,Aeolyrygic, 112111122
9,16,Barygic, 121111221
9,16,Katarygic, 211112211
9,16,Aerocrygic, 111122112
9,16,Zanygic, 111221121
9,16,Aeolonygic, 112211211
9,16,Aeolanygic, 122112111
9,17,Kaptygic, 221111211
9,17,Sacrygic, 211112112
9,17,Padygic, 111121122
9,17,Epilygic, 111211221
9,17,Kynygic, 112112211
9,17,Stophygic, 121122111
9,17,Ionidygic, 211221111
9,17,Stonygic, 112211112
9,17,Stalygic, 122111121
9,18,Koptygic, 212121111
9,18,Raphygic, 121211112
9,18,Zycrygic, 212111121
9,18,Mycrygic, 121111212
9,18,Laptygic, 211112121
9,18,Pylygic, 111121212
9,18,Rodygic, 111212121
9,18,Epolygic, 112121211
9,18,Epidygic, 121212111
9,19,Phronygic, 211211211
9,19,Stynygic, 112112112
9,19,Zydygic, 121121121
10,1,Aerycryllian, 2111211111
10,1,Gadyllian, 1112111112
10,1,Solyllian, 1121111121
10,1,Zyphyllian, 1211111211
10,1,Garyllian, 2111112111
10,1,Soryllian, 1111121112
10,1,Godyllian, 1111211121
10,1,Epityllian, 1112111211
10,1,Ionyllian, 1121112111
10,1,Aeoryllian, 1211121111
10,2,Katoryllian, 3111111111
10,2,Dodyllian, 1111111113
10,2,Zogyllian, 1111111131
10,2,Madyllian, 1111111311
10,2,Dycryllian, 1111113111
10,2,Aeogyllian, 1111131111
10,2,Dydyllian, 1111311111
10,2,Thogyllian, 1113111111
10,2,Rygyllian, 1131111111
10,2,Bathyllian, 1311111111
10,3,Sydyllian, 2211111111
10,3,Katogyllian, 2111111112
10,3,Mixodyllian, 1111111122
10,3,Aeradyllian, 1111111221
10,3,Ryptyllian, 1111112211
10,3,Loptyllian, 1111122111
10,3,Kataphyllian, 1111221111
10,3,Phradyllian, 1112211111
10,3,Dagyllian, 1122111111
10,3,Katyllian, 1221111111
10,4,Gothyllian, 2121111111
10,4,Lythyllian, 1211111112
10,4,Bacryllian, 2111111121
10,4,Aerygyllian, 1111111212
10,4,Dathyllian, 1111112121
10,4,Boptyllian, 1111121211
10,4,Bagyllian, 1111212111
10,4,Mathyllian, 1112121111
10,4,Styptyllian, 1121211111
10,4,Zolyllian, 1212111111
10,5,Staptyllian, 2112111111
10,5,Danyllian, 1121111112
10,5,Goptyllian, 1211111121
10,5,Epocryllian, 2111111211
10,5,Rocryllian, 1111112112
10,5,Zyryllian, 1111121121
10,5,Sagyllian, 1111211211
10,5,Epinyllian, 1112112111
10,5,Katagyllian, 1121121111
10,5,Ragyllian, 1211211111
10,6,Thydyllian, 2111121111
10,6,Epiryllian, 1111211112
10,6,Lyryllian, 1112111121
10,6,Mogyllian, 1121111211
10,6,Katodyllian, 1211112111
11,1,Aerycratic, 21111111111
11,1,Monatic, 11111111112
11,1,Solatic, 11111111121
11,1,Zylatic, 11111111211
11,1,Mixolatic, 11111112111
11,1,Soratic, 11111121111
11,1,Godatic, 11111211111
11,1,Eptatic, 11112111111
11,1,Ionatic, 11121111111
11,1,Aeolatic, 11211111111
11,1,Thydatic, 12111111111
12,1,Chromatic, 111111111111
